,OBJECTID,FIELD1,name,Stop_Abbr,Stop_Name,Bus_Stop_Type,Route_S_,Jurisdiction,OBJECTID.1,id,longitude,latitude
136,137,144,102294,102294,FORSYTH ST @ MARTIN L KING JR DR,Sign Strapped to Pole,813,Atlanta,,,-84.39359199999996,33.75254700000005
137,138,145,102298,102298,AUBURN AVE @ EQUITABLE PL NE,Sign on Post,3,Atlanta,,,-84.38762599999995,33.755584000000056
138,139,146,102308,102308,PEACHTREE ST @ DECATUR ST,Sign Strapped to Pole,3;40,Atlanta,,,-84.38981299999995,33.754203000000075
139,140,147,102310,102310,PEACHTREE ST NE @ EDGEWOOD AVE SE,Sign Strapped to Pole,40,Atlanta,,,-84.38963699999994,33.75463700000006
140,141,148,102530,102530,DECATUR ST @ 263,Sign on Post,26,Atlanta,,,-84.38108799999998,33.749743000000024
141,142,150,102544,102544,PRYOR ST @ RAWSON ST,Sign on Post,42,Atlanta,,,-84.39451999999994,33.74460600000003
142,143,151,102546,102546,CENTRAL AVE @ PULLIAM ST,Sign on Post,42,Atlanta,,,-84.39321799999999,33.74398400000007
143,144,152,102554,102554,TED TURNER DR SW @ BROTHERTON ST SW,Sign Strapped to Pole,49,Atlanta,,,-84.39812299999994,33.749164000000064
144,145,153,102558,102558,AUBURN AVE @ COURTLAND ST,Sign Strapped to Pole,3,Atlanta,,,-84.38401699999997,33.75552400000004
145,146,154,103024,103024,MEMORIAL DR SE @ MARTIN ST SE,Sign on Post,21,Atlanta,,,-84.38372399999997,33.74698600000005
146,147,155,103026,103026,MEMORIAL DR SE @ FRASER ST SE,Sign Strapped to Pole,21;107,Atlanta,,,-84.38634699999994,33.746965000000046
147,148,156,103032,103032,JACKSON ST SE @ LUCY ST,Sign on Post,899,Atlanta,,,-84.37412199999994,33.75235100000003
148,149,157,103034,103034,JACKSON ST SE @ DECATUR ST SE,Sign on Post,899,Atlanta,,,-84.37363099999999,33.75072200000005
149,150,158,103052,103052,AUBURN AVE NE @ JESSE HILL JR DR NE,Sign Strapped to Pole,3,Atlanta,,,-84.37996199999998,33.755472000000054
150,151,159,103060,103060,BOULEVARD NE @ OLD WHEAT ST NE,Sign on Post,809,Atlanta,,,-84.37207999999998,33.755851000000064
151,152,160,103083,103083,HILL ST SE @ WOODWARD AVE SE,Sign on Post,9,Atlanta,,,-84.37924799999996,33.74552800000004
152,153,161,103092,103092,MEMORIAL DR SE @ BEREAN AVE SE,Sign on Post,21;107,Atlanta,,,-84.36648299999996,33.74674300000004
153,154,162,103094,103094,MEMORIAL DR SE @ CAMERON ST SE,Sign on Post,21;107,Atlanta,,,-84.36511399999995,33.74660300000005
154,155,163,103100,103100,MEMORIAL DR SE @ PARK AVE SE,Sign on Post,21;107,Atlanta,,,-84.36934999999994,33.74665100000004
155,156,164,103108,103108,DECATUR ST SE @ HILL ST,Sign on Post,26,Atlanta,,,-84.37973999999997,33.749681000000066
156,157,165,103134,103134,MARIETTA ST NW @ PEACHTREE ST,Bench,26;813,Atlanta,,,-84.39007099999998,33.75439300000005
157,158,167,103162,103162,AUBURN AVE NE @ HILLIARD ST NE,Sign Strapped to Pole,3,Atlanta,,,-84.37661299999996,33.75544700000006
158,159,168,103168,103168,MEMORIAL DR @ PARK AVE,Sign on Post,21;107,Atlanta,,,-84.37014599999998,33.746777000000066
159,160,169,103169,103169,MEMORIAL DR SE @ HILL ST SE,Sign on Post,21;107,Atlanta,,,-84.38018599999998,33.74694800000003
160,161,170,103170,103170,MEMORIAL DR @ GRANT ST,Sign on Post,9;21;107,Atlanta,,,-84.37704799999995,33.74689200000006
161,162,171,103193,103193,JACKSON ST SE @ CHAMBERLAIN ST SE,Sign on Post,899,Atlanta,,,-84.37426399999998,33.75375600000007
162,163,172,103196,103196,AUBURN AVE @ WILLIAM H BORDERS SR DR,Sign Strapped to Pole,3,Atlanta,,,-84.37516699999998,33.75546500000007
163,164,173,103198,103198,MEMORIAL DR @ GRANT ST SE,Bench,21;107,Atlanta,,,-84.37594399999995,33.74675700000006
164,165,174,103200,103200,GRANT ST @ MEMORIAL DR,Sign on Post,9,Atlanta,,,-84.37669499999998,33.74701500000003
165,166,175,103202,103202,MEMORIAL DR @ CHEROKEE AVE,Sign on Post,21;107,Atlanta,,,-84.37318199999999,33.74671300000006
167,168,177,104012,104012,MORELAND AVE SE @ SANDERS AVE SE,Shelter,4;32;74,Atlanta,,,-84.34926699999994,33.74194800000004
168,169,178,104013,104013,MORELAND AVE SE @ GLENWOOD AVE,Sign on Post,4,Atlanta,,,-84.34940299999994,33.74062300000003
169,170,179,104048,104048,MEMORIAL DR SE @ MORELAND AVE SE,Bench,21,Atlanta,,,-84.34854099999995,33.747641000000044
170,171,180,104050,104050,MEMORIAL DR SE @ MORELAND AVE SE,Bench,21,Atlanta,,,-84.34826899999996,33.74757000000005
171,172,181,104052,104052,MEMORIAL DR SE @ FLAT SHOALS AVE SE,Sign on Post,21,Atlanta,,,-84.35037199999994,33.74742500000008
172,173,182,104054,104054,MEMORIAL DR SE @ HOWELL DR SE,Sign on Post,21,Atlanta,,,-84.35068199999995,33.74723800000004
173,174,183,104056,104056,MEMORIAL DR SE @ WILBUR AVE SE,Sign on Post,21,Atlanta,,,-84.35255399999994,33.74702800000006
174,175,184,104058,104058,MEMORIAL DR SE @ WILBUR AVE SE,Sign on Post,21,Atlanta,,,-84.35304299999996,33.74665100000004
175,176,185,104064,104064,MEMORIAL DR SE @ GIBSON ST SE,Sign on Post,21,Atlanta,,,-84.35537799999997,33.74646700000005
176,177,186,104066,104066,MEMORIAL DR SE @ HOLTZCLAW ST SE,Simme Seat,21,Atlanta,,,-84.35657499999996,33.74671900000004
177,178,187,104068,104068,MEMORIAL DR SE @ BILL KENNEDY WAY SE,Shelter,21,Atlanta,,,-84.35802299999995,33.74664500000006
178,179,188,104070,104070,MEMORIAL DR SE @ BILL KENNEDY WAY,Shelter,21;107,Atlanta,,,-84.35849699999994,33.746556000000055
179,180,189,104076,104076,MEMORIAL DR SE @ PEARL ST SE,Shelter,21;107,Atlanta,,,-84.36193499999996,33.746695000000045
180,181,190,104078,104078,MEMORIAL DR SE @ PEARL ST SE,Sign on Post,21;107,Atlanta,,,-84.36179099999998,33.74659100000002
181,182,191,104436,104436,MEMORIAL DR SE @ VENICE DR,Sign on Post,21;823,DeKalb,,,-84.28604699999994,33.747217000000035
182,183,192,105002,105002,FLAT SHOALS AVE SE @ MAY AVE SE,Sign on Post,32;74,Atlanta,,,-84.34404899999998,33.73905800000006
183,184,193,105004,105004,FLAT SHOALS AVE SE @ MILTON PL SE,Sign on Post,32;74,Atlanta,,,-84.34177699999998,33.73614900000007
184,185,194,105006,105006,FLAT SHOALS AVE SE @ EAST SIDE AVE,Sign on Post,32;74,Atlanta,,,-84.34020999999996,33.73385200000007
185,186,197,105038,105038,GLENWOOD AVE SE @ MAYNARD TER SE,Sign on Post,107,Atlanta,,,-84.33488599999998,33.739963000000046
186,187,198,105040,105040,GLENWOOD AVE SE @ CLIFTON ST SE,Sign on Post,107,Atlanta,,,-84.33230999999995,33.73991900000004
187,188,199,105042,105042,GLENWOOD AVE SE @ WINTHROP DR SE,Sign on Post,107,Atlanta,,,-84.33064699999994,33.73987400000004
188,189,200,105044,105044,GLENWOOD AVE SE @ HOWARD ST SE,Sign on Post,107,DeKalb,,,-84.32639999999998,33.73968000000008
189,190,201,105074,105074,GLENWOOD AVE SE @ WINTHROP DR SE,Sign on Post,107,Atlanta,,,-84.33007099999998,33.73992800000008
