,OBJECTID,FIELD1,name,Stop_Abbr,Stop_Name,Bus_Stop_Type,Route_S_,Jurisdiction,OBJECTID.1,id,longitude,latitude
494,495,853,116074,116074,ATLANTA AVE SE @ CONNALLY ST SE,Sign on Post,49,Atlanta,,,-84.38086599999997,33.730256000000054
495,496,854,116076,116076,ATLANTA AVE SE @ GRANT TER SE,Sign on Post,49,Atlanta,,,-84.37997599999994,33.730301000000054
496,497,855,116086,116086,CHEROKEE AVE SE @ BASS ST SE,Sign on Post,832,Atlanta,,,-84.37355599999995,33.73479800000007
497,498,856,116093,116093,GEORGIA AVE SE @ GRANT TER SE,Sign Strapped to Pole,832,Atlanta,,,-84.37997099999995,33.736650000000054
498,499,857,116094,116094,GEORGIA AVE SE @ HILL ST SE,Sign on Post,832,Atlanta,,,-84.37849199999994,33.73667500000005
499,500,858,116100,116100,CHEROKEE AVE SE @ BASS ST SE,Sign on Post,832,Atlanta,,,-84.37364299999996,33.73489600000005
500,501,859,116104,116104,CHEROKEE AVE SE @ GRANT PARK PL SE,Sign on Post,832,Atlanta,,,-84.37371399999995,33.73259500000006
501,502,860,116116,116116,GEORGIA AVE SE @ GRANT TER SE,Sign on Post,832,Atlanta,,,-84.37975299999994,33.73675500000007
502,503,861,116124,116124,ATLANTA AVE SE @ CHEROKEE AVE SE,Sign on Post,832,Atlanta,,,-84.37327699999997,33.730268000000024
503,504,862,116132,116132,ATLANTA AVE @ CHEROKEE AVE,Sign on Post,832,Atlanta,,,-84.37332499999997,33.73016100000007
504,505,863,117002,117002,GLENWOOD AVE SE @ BROWNWOOD AVE SE,Shelter,32;74;107,Atlanta,,,-84.34817899999996,33.74012300000004
505,506,865,117006,117006,MORELAND AVE SE @ LYNDALE DR SE,Sign on Post,4,Atlanta,,,-84.34944899999994,33.72781900000007
506,507,866,117007,117007,MORELAND AVE SE @ STONEYBROOK DR,Sign on Post,4,Atlanta,,,-84.34941499999996,33.729077000000075
507,508,867,117008,117008,MORELAND AVE SE @ EDEN AVE SE,Sign on Post,4,Atlanta,,,-84.34940499999999,33.73013300000002
508,509,868,117010,117010,MORELAND AVE SE @ DELAWARE AVE SE,Sign on Post,4,Atlanta,,,-84.34939399999996,33.73190500000004
509,510,869,117012,117012,MORELAND AVE SE @ GRACEWOOD AVE SE,Sign on Post,4,Atlanta,,,-84.34938399999999,33.732863000000066
510,511,870,117014,117014,MORELAND AVE SE @ ORMEWOOD AVE SE,Sign on Post,4,Atlanta,,,-84.34940099999994,33.734177000000045
511,512,871,117016,117016,MORELAND AVE SE @ HALL AVE SE,Sign on Post,4,Atlanta,,,-84.34939699999995,33.73509500000006
512,513,872,117018,117018,MORELAND AVE SE @ BERNE ST SE,Sign on Post,4,Atlanta,,,-84.34938299999999,33.73610100000008
513,514,873,117020,117020,MORELAND AVE SE @ WOODLAND AVE SE,Sign on Post,4,Atlanta,,,-84.34931999999998,33.73758900000007
514,515,874,117022,117022,MORELAND AVE SE @ PORTLAND AVE SE,Sign on Post,4,Atlanta,,,-84.34939999999995,33.739231000000075
515,516,875,117024,117024,GLENWOOD AVE SE @ HEMLOCK CIR SE,Sign on Post,107,Atlanta,,,-84.35116599999998,33.74049000000008
516,517,876,117028,117028,GLENWOOD AVE SE @ GLENWOOD PL SE,Sign on Post,107,Atlanta,,,-84.35507999999999,33.73985700000003
517,518,877,117030,117030,GLENWOOD AVE SE @ BILL KENNEDY WAY SE,Sign Strapped to Pole,107,Atlanta,,,-84.35760399999998,33.739814000000024
518,519,878,117036,117036,GLENWOOD AVE SE @ GLENWOOD PL SE,Sign on Post,107,Atlanta,,,-84.35504299999997,33.73971700000004
519,520,879,117040,117040,GLENWOOD AVE SE @ HEMLOCK CIR SE,Sign on Post,107,Atlanta,,,-84.35133199999996,33.74039000000005
520,521,880,117042,117042,GLENWOOD AVE SE @ BROWNWOOD AVE,Shelter,32;74;107,Atlanta,,,-84.34836799999994,33.740256000000045
521,522,883,117102,117102,MORELAND AVE SE @ DELAWARE AVE SE,Sign on Post,4,Atlanta,,,-84.34929699999998,33.73185100000006
522,523,884,117104,117104,MORELAND AVE SE @ GRACEWOOD AVE SE,Sign Strapped to Pole,4,Atlanta,,,-84.34928099999996,33.732777000000056
523,524,885,117106,117106,MORELAND AVE SE @ ORMEWOOD AVE SE,Sign on Post,4,Atlanta,,,-84.34924299999994,33.73380300000008
524,525,886,117108,117108,MORELAND AVE SE @ HALL ST SE,Sign on Post,4,Atlanta,,,-84.34923599999996,33.734894000000054
525,526,887,117110,117110,MORELAND AVE SE @ BERNE ST SE,Sign on Post,4,Atlanta,,,-84.34925399999997,33.73606700000005
526,527,888,117112,117112,MORELAND AVE SE @ WOODLAND AVE SE,Sign on Post,4,Atlanta,,,-84.34924399999994,33.73752700000006
527,528,889,117114,117114,MORELAND AVE SE @ PORTLAND AVE,Sign on Post,4,Atlanta,,,-84.34919699999995,33.738838000000044
528,529,890,117116,117116,MORELAND AVE SE @ GLENWOOD AVE SE,Shelter,4,Atlanta,,,-84.34915199999995,33.73994800000003
529,530,891,117118,117118,MORELAND AVE SE @ METROPOLITAN AVE SE,Sign on Post,4;32;74,Atlanta,,,-84.34913999999998,33.741220000000055
530,531,892,117120,117120,MORELAND AVE SE @ MCPHERSON AVE SE,Sign on Post,4;32;74,Atlanta,,,-84.34915899999999,33.74303200000003
531,532,893,117121,117121,MORELAND AVE SE @ MEMORIAL DR SE,Sign on Post,4;32;74,Atlanta,,,-84.34915999999998,33.747543000000064
532,533,894,117122,117122,MORELAND AVE @ STONEYBROOK DR,Sign on Post,4,Atlanta,,,-84.34925099999998,33.728714000000025
533,534,896,117124,117124,MORELAND AVE @ EDEN AVE,Sign on Post,4,Atlanta,,,-84.34929599999998,33.730061000000035
534,535,897,117127,117127,MORELAND AVE SE @ WYLIE ST SE,Bench,4;32;74,Atlanta,,,-84.34916199999998,33.75234100000006
535,536,898,117129,117129,MORELAND AVE SE @ HOSEA L WILLIAMS DR NE,Sign on Post,4;32;74,Atlanta,,,-84.34917299999995,33.75350400000008
536,537,899,117131,117131,MORELAND AVE NE @ HARDEE ST NE,Bench,4;32;74,Atlanta,,,-84.34911899999997,33.755599000000075
537,538,1159,123016,123016,MURPHY AVE SW@ARDEN AVE SW,Sign on Post,172,Atlanta,,,-84.42462599999999,33.71653600000008
538,539,1160,123018,123018,LANGSTON AVE SW@DECKNER AVE SW,Sign on Post,172,Atlanta,,,-84.42409699999996,33.71371500000004
539,540,1161,123020,123020,LANGSTON AVE SW@MURPHY AVE SW,Sign on Post,172,Atlanta,,,-84.42529799999994,33.714436000000035
540,541,1162,123022,123022,MURPHY AVE SW@LANGSTON AVE SW,Sign on Post,172,Atlanta,,,-84.42535999999996,33.71485400000006
541,542,1163,123024,123024,LANGSTON AVE SW@HOOD DR SW,Sign on Post,172,Atlanta,,,-84.42334899999997,33.712353000000064
542,543,1164,123028,123028,CAMPBELLTON RD SW @ OAKLAND DR SW,Shelter,83;162,Atlanta,,,-84.42718099999996,33.71776200000005
543,544,1165,123032,123032,CAMPBELLTON RD SW@EPWORTH ST SW,Sign on Post,83;162,Atlanta,,,-84.43068899999997,33.71629100000007
544,545,1166,123036,123036,CAMPBELLTON RD SW@LORENZO DR SW,Sign on Post,83;162,Atlanta,,,-84.43245899999994,33.715238000000056
545,546,1167,123064,123064,CAMPBELLTON RD SW@LORENZO DR SW,Sign on Post,83;162,Atlanta,,,-84.43228699999997,33.71504500000003
546,547,1168,123068,123068,CAMPBELLTON RD SW @ RYAN ST SW,Sign on Post,83;162,Atlanta,,,-84.43059099999994,33.71596000000005
547,548,1169,123072,123072,CAMPBELLTON RD SW@OAKLAND DR SW,Sign on Post,83;162,Atlanta,,,-84.42760199999998,33.717373000000066
548,549,1170,123094,123094,SYLVAN RD SW@BYRON DR SW,Sign on Post,79,Atlanta,,,-84.41817799999995,33.71258000000006
549,550,1171,123124,123124,SYLVAN RD SW@BYRON DR SW,Sign on Post,79,Atlanta,,,-84.41809199999994,33.712920000000054
550,551,1172,123126,123126,OAKLAND DR SW@ALMONT DR SW,Sign on Post,81,Atlanta,,,-84.42732299999994,33.72595400000006
551,552,1173,123128,123128,ALMONT DR SW@INDALE PL SW,Sign on Post,81,Atlanta,,,-84.42834499999998,33.725906000000066
552,553,1177,123138,123138,WYLAND DR SW@LYNFORD DR SW,Sign on Post,81,Atlanta,,,-84.43068799999998,33.723329000000035
553,554,1178,123140,123140,WYLAND DR SW@AVON AVE SW,Sign on Post,81,Atlanta,,,-84.43076299999996,33.722398000000055
554,555,1180,123144,123144,AVON AVE SW@EPWORTH ST SW,Sign on Post,81,Atlanta,,,-84.43088199999994,33.722326000000066
555,556,1181,123146,123146,WYLAND DR SW@EDGEFIELD DR SW,Sign on Post,81,Atlanta,,,-84.43059499999998,33.72293900000005
556,557,1185,123156,123156,ALMONT DR SW@INDALE PL SW,Sign on Post,81,Atlanta,,,-84.42852899999997,33.72584600000005
557,558,1186,123158,123158,ALMONT DR@OAKLAND DR,Sign on Post,81,Atlanta,,,-84.42735499999998,33.72583800000007
558,559,1187,123202,123202,LANGSTON AVE@DECKNER AVE,Sign on Post,172,Atlanta,,,-84.42441699999995,33.71392600000007
559,560,1188,123204,123204,LANGSTON AVE@HOOD DR,Sign on Post,172,Atlanta,,,-84.42376599999994,33.71264100000008
561,562,1190,124008,124008,METROPOLITAN PKY SW@ERIN AVE SW,Sign on Post,95,Atlanta,,,-84.40803499999998,33.71979100000004
562,563,1191,124050,124050,METROPOLITAN PKY SW @ 1577,Sign on Post,95,Atlanta,,,-84.40801899999997,33.71201000000008
563,564,1192,124052,124052,METROPOLITAN PKY SW@DECKNER AVE SW,Sign on Post,95,Atlanta,,,-84.40797499999996,33.71452000000005
564,565,1193,124054,124054,METROPOLITAN PKY SW@GENESSEE AVE SW,Sign on Post,95,Atlanta,,,-84.40805799999998,33.71617100000003
565,566,1194,124058,124058,METROPOLITAN PKY SW @ UNIVERSITY AVE,Sign on Post,95,Atlanta,,,-84.40794799999998,33.72233700000004
566,567,1197,124068,124068,METROPOLITAN PKWY SW @ DECKNER AVE SW,Sign on Post,95,Atlanta,,,-84.40783199999998,33.714113000000054
567,568,1198,124070,124070,METROPOLITAN PKY SW@LYNNHAVEN DR SW,Sign on Post,95,Atlanta,,,-84.40777599999996,33.71589300000005
568,569,1199,124074,124074,METROPOLITAN PKWY SW @ MANFORD RD SW,Shelter,95,Atlanta,,,-84.40780799999999,33.71853200000004
569,570,1205,124093,124093,METROPOLITAN PKY SW @ UNIVERSITY AVE,Sign on Post,95,Atlanta,,,-84.40779299999997,33.722545000000025
570,571,1206,125002,125002,RIDGE AVE SW @ PULLIAM ST SW,Sign on Post,55;155,Atlanta,,,-84.39231199999995,33.72638200000006
571,572,1207,125003,125003,WEYMAN AVE SW @ RIDGE AVE SW,Sign on Post,55;155,Atlanta,,,-84.39039099999997,33.72494100000006
572,573,1208,125004,125004,WEYMAN AVE SW@HANK AARON DR SW,Sign on Post,55;155,Atlanta,,,-84.38840599999997,33.72498900000005
573,574,1209,125010,125010,MILTON AVE SE @ 79,Sign on Post,155,Atlanta,,,-84.38527499999998,33.72336700000005
574,575,1210,125024,125024,MILTON AVE SE @ 79,Sign on Post,155,Atlanta,,,-84.38492799999995,33.72314200000005
575,576,1211,125028,125028,WEYMAN AVE SW @ RIDGE AVE SW,Sign on Post,55;155,Atlanta,,,-84.39071099999995,33.72504900000007
576,577,1212,125030,125030,RIDGE AVE SW @ PULLIAM ST,Shelter,55;155,Atlanta,,,-84.39215599999994,33.726410000000044
577,578,1213,125036,125036,PRYOR RD SW @ UNIVERSITY AVE SW,Sign on Post,42;155,Atlanta,,,-84.39346899999998,33.72225300000002
578,579,1214,125038,125038,PRYOR RD SW@UNIVERSITY AVE,Sign on Post,42,Atlanta,,,-84.39359299999995,33.720848000000046
579,580,1217,125043,125043,JONESBORO RD SE@BISBEE AVE SE,Sign on Post,55,Atlanta,,,-84.38429499999995,33.71743900000007
580,581,1218,125046,125046,JONESBORO RD SE @ MCDONOUGH BLVD SE,Shelter,55,Atlanta,,,-84.38495599999999,33.71905600000008
581,582,1219,125048,125048,MCDONOUGH BLVD SE@MARCY ST SE,Sign on Post,55,Atlanta,,,-84.38624999999996,33.72022800000008
582,583,1220,125060,125060,MCDONOUGH BLVD SE@MARCY ST SE,Sign on Post,55,Atlanta,,,-84.38642399999998,33.720237000000054
583,584,1221,125062,125062,MCDONOUGH BLVD SE@JONESBORO RD SE,Sign on Post,55,Atlanta,,,-84.38524799999999,33.719205000000045
584,585,1222,125064,125064,JONESBORO RD SE@GAMMON AVE SE,Sign on Post,55,Atlanta,,,-84.38486899999998,33.718608000000074
585,586,1223,125066,125066,JONESBORO RD SE@MARTIN AVE SE,Sign on Post,55,Atlanta,,,-84.38446599999997,33.71766000000002
586,587,1228,125074,125074,PRYOR RD SW@MANFORD RD SW,Sign on Post,42,Atlanta,,,-84.39344299999999,33.71854100000007
587,588,1229,125094,125094,PRYOR RD SW@UNIVERSITY AVE,Sign on Post,42,Atlanta,,,-84.39332599999994,33.720470000000034
588,589,1230,125098,125098,PRYOR RD SW@MANFORD RD SW,Sign on Post,42,Atlanta,,,-84.39338999999995,33.71817000000004
589,590,1244,125244,125244,WEYMAN AVE@HANK AARON DR,Sign on Post,55;155,Atlanta,,,-84.38840599999997,33.72506000000004
590,591,1245,126004,126004,BOULEVARD SE @ HAMILTON AVE SE,Bench,9,Atlanta,,,-84.36832399999997,33.725974000000065
591,592,1268,126094,126094,HILL ST SE@1064,Sign on Post,49,Atlanta,,,-84.37845599999997,33.72547100000003
592,593,1269,126096,126096,HILL ST SE@FARRINGTON AVE,Sign on Post,49,Atlanta,,,-84.37850699999996,33.72647100000006
593,594,1270,126097,126097,HILL ST SE @ TUSKEGEE ST SE,Simme Seat,49,Atlanta,,,-84.37846499999995,33.72853900000007
594,595,1278,126123,126123,HILL ST SE @ TUSKEGEE ST SE,Sign on Post,49,Atlanta,,,-84.37855199999996,33.72846700000002
595,596,1279,126124,126124,HILL ST SE @ FARRINGTON AVE,Sign on Post,49,Atlanta,,,-84.37857199999996,33.72655100000003
596,597,1283,126134,126134,HILL ST SE @ ORMOND ST,Sign on Post,49,Atlanta,,,-84.37847399999998,33.73139900000007
597,598,1284,126136,126136,HILL ST SE @ ATLANTA AVE,Sign on Post,49,Atlanta,,,-84.37846599999995,33.73023900000004
598,599,1696,136002,136002,LANGSTON AVE SW@KATHERWOOD DR SW,Sign on Post,172,Atlanta,,,-84.42281499999996,33.70998000000003
599,600,1707,136042,136042,SYLVAN RD SW@WOODBOURNE DR SW,Sign on Post,79,Atlanta,,,-84.41812099999999,33.70987300000007
600,601,1708,136043,136043,SYLVAN RD SW@VICTORY DR SW,Sign on Post,79,Atlanta,,,-84.41812899999996,33.707719000000054
601,602,1709,136046,136046,SYLVAN RD SW @ KATHERWOOD DR SW,Sign on Post,79,Atlanta,,,-84.41820899999999,33.71121000000005
602,603,1710,136048,136048,SYLVAN RD SW@WOODBOURNE DR SW,Sign on Post,79,Atlanta,,,-84.41819699999996,33.71017200000006
603,604,1711,136050,136050,SYLVAN RD SW@HARTE DR SW,Sign on Post,79,Atlanta,,,-84.41820699999994,33.70921400000003
604,605,1712,136052,136052,SYLVAN RD SW@VICTORY DR SW,Sign on Post,79,Atlanta,,,-84.41820499999994,33.707827000000066
605,606,1717,136080,136080,SYLVAN RD SW@HARTE DR SW,Sign on Post,79,Atlanta,,,-84.41811999999999,33.70921400000003
606,607,1727,136140,136140,LANGSTON AVE@KATHERWOOD DR,Sign on Post,172,Atlanta,,,-84.42314899999997,33.71016800000007
607,608,1750,137056,137056,METROPOLITAN PKWY SW @ 1577,Shelter,95;295,Atlanta,,,-84.40771499999994,33.712053000000026
608,609,1967,146012,146012,RANDALL ST @ HOLCOMB AVE,Sign on Post,79,Fulton,,,-84.43360799999994,33.67397500000004
609,610,1968,146016,146016,RANDALL ST @ E WASHINGTON AVE,Sign on Post,79,Fulton,,,-84.43346899999995,33.67567600000007
610,611,1969,146024,146024,RANDALL ST @ HOLCOMB AVE,Sign on Post,79,Fulton,,,-84.43347799999998,33.674217000000056
611,612,1970,146026,146026,RN MARTIN ST @ RANDALL ST,Sign on Post,192,Fulton,,,-84.43363799999997,33.67209500000007
612,613,1971,146040,146040,CLEVELAND AVE @ RANDALL ST,Sign on Post,78,Fulton,,,-84.43352899999996,33.67943600000007
613,614,1972,146050,146050,MAIN ST @ WILLIAMS AVE,Sign on Post,93;193,Fulton,,,-84.44291799999996,33.671823000000074
614,615,1973,146052,146052,MAIN ST @ TAYLOR AVE,Sign on Post,93;193,Fulton,,,-84.44230999999996,33.67358000000007
615,616,1974,146054,146054,MAIN ST @ IRENE KIDD PKWY,Sign on Post,93;193,Fulton,,,-84.44169799999997,33.67510500000003
616,617,1975,146080,146080,WASHINGTON RD @ CHENEY ST,Bench,84;181,Fulton,,,-84.44702299999994,33.675797000000046
617,618,1976,146082,146082,WASHINGTON RD @ JONES ST,Bench,84;181,Fulton,,,-84.44886899999995,33.675883000000056
618,619,1977,146084,146084,WASHINGTON RD @ PEARL ST,Sign on Post,84;181,Fulton,,,-84.45037799999994,33.67551700000007
619,620,1978,146086,146086,WASHINGTON RD @ EIGHTH ST,Sign on Post,84;181,Fulton,,,-84.45162899999997,33.675065000000075
620,621,1979,146090,146090,WASHINGTON RD @ CLOVERHURST DR,Sign on Post,84;181,Fulton,,,-84.45431699999995,33.67377000000005
621,622,1989,146120,146120,WASHINGTON AVE @ EIGHTH ST,Sign on Post,84;181,Fulton,,,-84.45205299999998,33.67480800000004
622,623,1990,146122,146122,WASHINGTON RD @ PEARL ST,Bench,84;181,Fulton,,,-84.44995899999998,33.67555200000004
623,624,1991,146124,146124,WASHINGTON RD @ PARK ST,Sign on Post,84;181,Fulton,,,-84.44603899999998,33.675531000000035
624,625,1998,146230,146230,HEADLAND DR @ KIMMRIDGE DR,Shelter,81,Fulton,,,-84.45436399999994,33.68807100000004
625,626,1999,146232,146232,HEADLAND DR @ HILLCREST DR,Sign on Post,81,Fulton,,,-84.45211199999994,33.68595200000004
626,627,2000,146234,146234,HEADLAND DR @ WARREN WAY,Sign on Post,81,Fulton,,,-84.44999199999995,33.685077000000035
627,628,2001,146240,146240,HEADLAND DR@BROAD AVE,Sign Strapped to Pole,81,Fulton,,,-84.45368999999994,33.68793100000005
628,629,2002,146242,146242,NORMAN BERRY DR@SEMMES ST,Sign on Post,81,Fulton,,,-84.44711499999994,33.68602600000003
629,630,2003,146244,146244,NORMAN BERRY DR@LESTER ST,Sign on Post,81,Fulton,,,-84.44514899999996,33.685700000000054
630,631,2004,146246,146246,CONNALLY DR @ MAIN ST,Sign on Post,81;93,Fulton,,,-84.44086199999998,33.68567500000006
631,632,2005,146248,146248,MAIN ST @ W FORREST AVE,Sign on Post,81;93,Fulton,,,-84.44024599999995,33.68277800000004
632,633,2019,146296,146296,MAIN ST @ WILLIAMS AVE,Sign on Post,93;193,Fulton,,,-84.44306499999999,33.67187000000007
633,634,2020,146300,146300,MAIN ST @ LEGION WAY,Bench,93;193,Fulton,,,-84.44202699999994,33.674502000000075
634,635,2021,146308,146308,EAST POINT ST @ WARE AVE,Sign on Post,81;93,Fulton,,,-84.44152599999995,33.68184500000007
635,636,2022,146314,146314,WILLINGHAM DR @ E MAIN ST,Sign on Post,193,Fulton,,,-84.44242499999996,33.669895000000054
636,637,2023,146316,146316,WILLINGHAM DR @ PLANT ST,Sign on Post,193,Fulton,,,-84.44047199999994,33.66930300000007
637,638,2024,146318,146318,WILLINGHAM DR @ PLANT ST,Sign on Post,193,Fulton,,,-84.44038499999994,33.66941300000008
638,639,2025,146320,146320,WILLINGHAM DR @ E MAIN ST,Sign on Post,193,Fulton,,,-84.44228999999996,33.670060000000035
639,640,2026,146322,146322,IRENE KIDD PKWY @ CLEVELAND AVE,Sign on Post,78,Fulton,,,-84.43622199999999,33.67928100000006
640,641,2027,146330,146330,IRENE KIDD PKWY @ CENTRAL AVE,Sign on Post,78;79;192,Fulton,,,-84.43931299999997,33.67593900000003
641,642,2028,146332,146332,IRENE KIDD PKWY @ CENTRAL AVE,Shelter,78;79;192,Fulton,,,-84.44022399999994,33.67547300000007
642,643,2029,146334,146334,W FORREST AVE @ CHENEY ST,Sign on Post,81,Fulton,,,-84.44332799999995,33.68374700000004
643,644,2038,146378,146378,NORMAN BERRY DR@SEMMES ST,Sign on Post,81,Fulton,,,-84.44763599999999,33.68570600000004
644,645,2039,146380,146380,NORMAN BERRY DR@LESTER ST,Sign on Post,81,Fulton,,,-84.44557199999997,33.68546800000007
645,646,2042,146406,146406,W FORREST AVE @ CHURCH ST,Sign on Post,81,Fulton,,,-84.44177999999994,33.68307400000003
646,647,2046,146514,146514,HEADLAND DR @ HILLCREST DR,Sign on Post,81,Fulton,,,-84.45176999999995,33.68589100000003
647,648,2047,146516,146516,WASHINGTON RD @ SEMMES ST,Sign on Post,84;181,Fulton,,,-84.44760299999996,33.67577200000005
648,649,2048,146520,146520,W CLEVELAND AVE @ MAIN ST,Sign Strapped to Pole,81;93,Fulton,,,-84.44071499999995,33.679414000000065
650,651,2080,148038,148038,KING ARNOLD ST @ CLAIRE DR,Shelter,95;95,Fulton,,,-84.40502899999996,33.65830900000003
651,652,2081,148042,148042,KING ARNOLD ST @ FULTON AVE,Shelter,95,Fulton,,,-84.40797399999997,33.65974800000004
652,653,2082,148044,148044,KING ARNOLD ST @ DOGWOOD DR,Bench,95,Fulton,,,-84.40987499999994,33.66071900000003
653,654,2083,148046,148046,DOGWOOD DR@MARINA ST,Simme Seat,95,Fulton,,,-84.40943899999996,33.66191100000003
654,655,2084,148048,148048,DOGWOOD DR @ NORTH AVE,Shelter,95,Fulton,,,-84.40853299999998,33.66525000000007
655,656,2085,148050,148050,DOGWOOD DR @ LAKE DR,Sign on Post,95,Fulton,,,-84.40840799999995,33.66717200000005
656,657,2095,148094,148094,KING ARNOLD ST @ CENTRAL PARK DR,Shelter,95,Fulton,,,-84.40363099999996,33.657346000000075
657,658,2096,148096,148096,KING ARNOLD ST@SHERMAN RD,Sign on Post,95,Fulton,,,-84.40247499999998,33.65667300000007
658,659,2266,158004,158004,CLEVELAND AVE @ WINBURN TERR,Sign on Post,78,Fulton,,,-84.42887899999994,33.680683000000045
659,660,2267,158006,158006,PORSCHE AVE @ PERKINS ST,Sign on Post,193,Fulton,,,-84.40656199999995,33.65703800000006
660,661,2268,158008,158008,PORSCHE AVE @ PERKINS ST,Sign on Post,193,Fulton,,,-84.40699399999994,33.65746800000005
661,662,2269,158034,158034,CALHOUN AVE@1101,Sign on Post,79;79,Fulton,,,-84.42393999999996,33.672203000000025
662,663,2270,158044,158044,MARIA HEAD TER@CALHOUN AVE,Sign on Post,79;79,Fulton,,,-84.42392699999994,33.66989300000006
663,664,2271,158046,158046,CLEVELAND AVE @ WINBURN TER,Sign on Post,78;79,Fulton,,,-84.42909899999995,33.68051400000007
664,665,2272,158084,158084,CLEVELAND AVE @ BAYARD ST,Sign on Post,78,Fulton,,,-84.43108499999994,33.67953700000004
665,666,2275,158110,158110,SYLVAN RD @ BAKER DR,Sign on Post,172,Fulton,,,-84.41894199999996,33.67018400000006
666,667,2276,158112,158112,SYLVAN RD @ 3107,Sign on Post,172,Fulton,,,-84.41911899999997,33.668179000000066
667,668,2277,158114,158114,SYLVAN RD @ N CENTRAL AVE,Sign on Post,172,Fulton,,,-84.41876299999996,33.665815000000066
668,669,2278,158116,158116,SYLVAN RD @ N CENTRAL AVE,Sign on Post,172,Fulton,,,-84.41850499999998,33.66462900000005
669,670,2279,158118,158118,N CENTRAL AVE @ STILLWOOD DR,Bench,172,Fulton,,,-84.41570799999994,33.66278300000005
670,671,2280,158122,158122,BOBBY BROWN PKWY @ VIRGINIA AVE,Bench,192,Fulton,,,-84.42962399999999,33.65908300000007
671,672,2281,158124,158124,TOFFIE TER @ VIRGINIA AVE,Sign on Post,192,Fulton,,,-84.42956999999996,33.65885000000003
672,673,2282,158126,158126,N OUTER LOOP RD @ WOOLMAN PL,Sign on Post,192,Fulton,,,-84.42756999999995,33.65765200000004
673,674,2283,158128,158128,INNER LOOP RD@WOOLMAN PL,Sign Strapped to Pole,192,Atlanta,,,-84.42641899999995,33.65743800000007
674,675,2284,158136,158136,VIRGINIA AVE @ LANG AVE,Sign Strapped to Pole,172,Fulton,,,-84.42130999999995,33.65898900000008
675,676,2285,158138,158138,VIRGINIA AVE@ELKINS ST,Sign on Post,172,Fulton,,,-84.42011199999996,33.65882200000004
676,677,2286,158140,158140,VIRGINIA AVE @ ELKINS ST,Sign Strapped to Pole,172,Fulton,,,-84.42005199999994,33.65894700000007
677,678,2287,158142,158142,VIRGINIA AVE @ OAK RIDGE AVE,Sign Strapped to Pole,172,Fulton,,,-84.41820099999995,33.65877900000004
678,679,2288,158144,158144,VIRGINIA AVE @ OAK RIDGE AVE,Shelter,172,Fulton,,,-84.41818999999998,33.65892000000008
679,680,2289,158156,158156,N CENTRAL AVE @ STILLWOOD DR,Shelter,172,Fulton,,,-84.41661799999997,33.663406000000066
680,681,2290,158158,158158,N CENTRAL AVE @ SYLVAN RD,Shelter,172,Fulton,,,-84.41819699999996,33.66411500000004
681,682,2291,158160,158160,SYLVAN RD @ 3107,Sign on Post,172,Fulton,,,-84.41873999999996,33.668480000000045
682,683,2292,158162,158162,SYLVAN RD @ BAKER DR,Sign on Post,172,Fulton,,,-84.41885499999995,33.670112000000074
683,684,2305,158198,158198,DOGWOOD DR@GORDON CIR,Sign on Post,95,Fulton,,,-84.40862999999996,33.67038000000008
684,685,2306,158200,158200,DOGWOOD DR@OAK DR,Sign on Post,95,Fulton,,,-84.40864999999997,33.66861000000006
685,686,2307,158202,158202,DOGWOOD DR@COLEMAN ST,Sign on Post,95,Fulton,,,-84.40867999999995,33.66675900000007
686,687,2308,158208,158208,DOGWOOD DR@MARINA ST,Sign on Post,95,Fulton,,,-84.40935999999994,33.66248000000007
687,688,2309,158210,158210,DOGWOOD DR@KING ARNOLD ST,Sign on Post,95,Fulton,,,-84.40990299999999,33.66131400000006
688,689,2310,158212,158212,WILLINGHAM DR @ PENNSYLVANIA ST,Sign on Post,193,Fulton,,,-84.43234299999995,33.66666000000004
689,690,2311,158214,158214,WILLINGHAM DR @ BACHELOR AVE,Sign on Post,193,Fulton,,,-84.43074799999994,33.666157000000055
690,691,2312,158216,158216,WILLINGHAM DR @ BOBBY BROWN PKWY,Sign on Post,193,Fulton,,,-84.42856799999998,33.66545200000007
691,692,2313,158222,158222,WILLINGHAM DR @ 1053,Sign on Post,193,Fulton,,,-84.42439199999995,33.664323000000024
692,693,2314,158226,158226,WILLINGHAM DR @ COLVILLE AVE,Sign on Post,193,Fulton,,,-84.41771799999998,33.66272800000007
693,694,2315,158234,158234,S CENTRAL AVE @ FULTON AVE,Bench,193,Fulton,,,-84.40881799999994,33.65841300000005
694,695,2319,158260,158260,S CENTRAL AVE @ FULTON AVE,Bench,193,Fulton,,,-84.40897199999995,33.65855200000004
695,696,2320,158268,158268,WILLINGHAM DR @ COLVILLE AVE,Bench,193,Fulton,,,-84.41819499999997,33.66300700000005
696,697,2321,158272,158272,WILLINGHAM DR @ 1053,Sign on Post,193,Fulton,,,-84.42445499999997,33.66448900000006
697,698,2322,158280,158280,WILLINGHAM DR @ NORMAN BERRY DR,Simme Seat,193,Fulton,,,-84.42816299999998,33.665445000000034
698,699,2323,158282,158282,WILLINGHAM DR @ BACHELOR AVE,Sign on Post,193,Fulton,,,-84.43095999999997,33.666397000000075
699,700,2324,158284,158284,WILLINGHAM DR @ PENNSYLVANIA ST,Sign on Post,193,Fulton,,,-84.43215799999996,33.66676800000005
