,name,Stop_Name,Bus_Stop_Type,latitude,longitude,val_shelter,val_sign,val_seating,val_trash,val_exist,val_year,Notes,
1633,904196,N DECATUR RD @ CREEKVIEW CT,Sign on Post,33.78882,-84.249971,,1,,,2,2024,,
1638,904249,DEKALB INDUSTRIAL WAY @ 375,Sign on Post,33.786436,-84.27663,,1,,,2,2023,,
1640,904251,N DECATUR RD @ JORDAN LN,Sign on Post,33.793675,-84.271818,,1,,,2,2023,,
1650,904272,N HIGHLAND AVE NE @ BLUE RIDGE AVE,Sign on Post,33.772171,-84.352325,,1,,,2,2025,,
1652,904274,N HIGHLAND AVE NE @ ST CHARLES PL,Sign on Post,33.775154,-84.352386,,1,,,2,2024,,
1653,904277,COMMERCE DR @ CLAIREMONT AVE,Sign on Post,33.777811,-84.296769,,1,,,2,2024,Captured by individual,
1661,904294,PONCE DE LEON AVE @ LULLWATER RD NE,Sign on Post,33.77406,-84.336597,,1,,,2,2025,,
1670,904307,PONCE DE LEON AVE NE@GLEN IRIS DR NE,Sign on Post,33.773273,-84.367828,,1,,,2,2025,,
1677,904333,MARIETTA ST NW@MEANS ST NW,Sign on Post,33.773163,-84.403484,,1,,,2,2018,,
1685,904344,NORTH AVE NW @ TECH PKWY NW,Sign Strapped to Pole,33.771402,-84.395891,,1,,,2,2025,,
1686,904345,NORTH AVE NW@STRONG ST NW,Sign on Post,33.770103,-84.402763,,1,,,2,2025,,
1687,904347,NORTH AVE NW @ LUCKIE ST NW,Shelter,33.771311,-84.39643,1,1,1,1,2,2025,,
1688,904349,10TH ST NW @ WILLIAMS ST NW,Sign on Post,33.781431,-84.38998,,1,,,2,2025,,
1689,904350,10TH ST NW @ TECHWOOD DR NW,Shelter,33.781557,-84.392606,1,1,1,1,2,2025,,
1696,904399,BRIARCLIFF RD NE @ VIRGINIA AVE NE,Sign on Post,33.778918,-84.345366,,1,,,2,2023,,
1700,904409,PONCE DE LEON AVE NE @ PONCE DE LEON PL,Sign on Post,33.773649,-84.363402,,1,,,2,2022,,
1701,904410,PONCE DE LEON AVE NE @ BONAVENTURE AVE,Sign on Post,33.773579,-84.361183,,1,,,2,2025,,
1703,904413,PONCE DE LEON AVE NE @ CHARLES ALLEN DR NE,Sign on Post,33.773373,-84.372429,,1,,,2,2025,,
1704,904414,PONCE DE LEON AVE NE @ MONROE DR NE,Shelter,33.773743,-84.370636,1,1,1,1,2,2025,,
1705,904415,PONCE DE LEON AVE NE @ PONCE DE LEON CT,Sign on Post,33.773666,-84.368042,,1,,,2,2025,,
1707,904423,MARIETTA ST @ PARK AVE WEST,Sign on Post,33.759877,-84.394751,,1,,,2,2024,,
1708,904428,PONCE DE LEON AVE NE @ BARNETT ST NE,Sign on Post,33.773975,-84.358505,,1,,1,2,2025,,
1716,904465,E PONCE DE LEON AVE @ 2942,Sign on Post,33.782917,-84.273098,,1,,,2,2024,,
1719,904476,VIRGINIA AVE NE @ ARCADIA ST NE,Sign on Post,33.781994,-84.360832,,2,,,2,2022,,
1721,904481,N HIGHLAND AVE N@SAINT CHARLES AVE,Sign Strapped to Pole,33.775618,-84.352642,,1,,,2,2024,,
1722,904482,N HIGHLAND AVE @ NORTH AVE,Sign on Post,33.77111,-84.35256,,1,,,2,2025,,
1728,904509,VIRGINIA AVE NE @ 630,Sign on Post,33.781551,-84.366636,,1,,,2,2024,,
1732,904521,MARIETTA ST@615,Sign on Post,33.769058,-84.398489,,1,,,2,2025,,
1734,904526,BRIARCLIFF RD NE@BRIARCLIFF PL NE,Sign on Post,33.776691,-84.347496,,1,,,2,2025,,
1735,904527,PONCE DE LEON AVE NE @ PONCE DE LEON PL,Shelter,33.773699,-84.36362,1,1,1,1,2,2025,,
1736,904528,PONCE DE LEON AVE NE @ BONAVENTURE AVE,Sign on Post,33.77396,-84.360657,,1,,,2,2025,,
1737,904529,PONCE DE LEON AVE NE @ FREDERICA ST NE,Sign on Post,33.773741,-84.355808,,1,,,2,2022,,
1740,904532,PONCE DE LEON AVE @ N HIGHLAND AVE NE,Shelter,33.773849,-84.352322,1,,1,1,2,2021,Mosaic,
1741,904533,CHURCH ST @ 711,Sign on Post,33.778825,-84.294763,,1,,,2,2022,,
1742,904538,MARIETTA ST NW@MCMILLAN ST NW,Sign on Post,33.774585,-84.406193,,1,,,2,2025,,
1746,904543,BRIARCLIFF RD @SAINT CHARLES PL NE,Sign on Post,33.775479,-84.348668,,1,,,2,2025,,
1752,904576,CHURCH ST @ LUCERNE ST,Sign on Post,33.78363,-84.293953,,1,,,2,2024,,
1757,904589,CLAIREMONT AVE@WILTON DR,Sign on Post,33.782066,-84.29958,,1,,,2,2021,,
1766,904628,JOSEPH E LOWERY BLVD NW @ MAYSON TURNER RD NW,Sign on Post,33.75808,-84.417569,,1,,,2,2025,,
1767,904629,JOSEPH E LOWERY BLVD NW @ MAGNOLIA ST NW,Sign on Post,33.75842,-84.417483,,1,,,2,2025,,
1772,904637,10TH ST NE @ TAFT AVE NE,Sign on Post,33.781656,-84.374575,,1,,,2,2025,,
1773,904644,JOSEPH E LOWERY BLVD @ WHEELER ST,Sign on Post,33.774334,-84.417408,,1,,,2,2025,,
1777,904652,VIRGINIA AVE NE @ PONCE DE LEON PL NE,Sign on Post,33.781669,-84.363613,,1,,1,2,2024,occlusions,
1778,904655,E LAKE DR @ SPRING ST,Sign on Post,33.756001,-84.301292,,1,,,2,2022,,
1782,904669,10TH ST @ IMAGE AVE,Sign on Post,33.781581,-84.410169,,1,1,,2,2025,Small chair,
1786,904680,LUCKIE ST @ NORTH AVE,Sign on Post,33.770759,-84.395875,,1,,,2,2025,,
1788,904695,E PONCE DE LEON AVE @ 2995,Shelter,33.784429,-84.271585,1,1,1,1,2,2024,,
1791,904702,N HIGHLAND AVE NE @ GLEN ARDEN WAY,Sign on Post,33.784965,-84.354849,,1,,,2,2024,occlusions,
1793,904704,VIRGINIA AVE NE @ PARK DR NE,Sign on Post,33.781767,-84.363428,,1,,1,2,2021,,
1796,904709,DONALD L HOLLOWELL PKWY @ ADDIE ST,Sign on Post,33.773233,-84.419943,,1,,,2,2025,,
1823,904769,DONALD L HOLLOWELL PKWY @ JAMES P BRAWLEY DR,Sign on Post,33.773017,-84.411816,,1,,,2,2025,,
1827,904777,VIRGINIA AVE NE @ MARYLAND AVE NE,Sign on Post,33.78233,-84.356705,,1,,,2,2024,,
1834,904809,MARION PL NE @ CAROLINE ST NE,Sign Strapped to Pole,33.75851,-84.345185,,1,,,2,2014,,
1836,904813,LA FRANCE ST NE @ WHITEFOORD AVE NE,Sign on Post,33.760246,-84.342117,,1,,,2,2025,,
1838,904818,S CANDLER ST @ BROWER ST,Sign on Post,33.756357,-84.291532,,1,,,2,2025,,
1840,904824,W TRINITY PL @ COMMERCE DR,Shelter,33.773634,-84.297897,1,1,1,1,2,2024,,
1845,904829,S MCDONOUGH ST@HANCOCK ST,Sign on Post,33.764736,-84.296621,,1,,,2,2022,,
1846,904830,S MCDONOUGH ST@ W HANCOCK ST,Sign on Post,33.764289,-84.296287,,1,,,2,2023,,
1851,904836,S MCDONOUGH ST@OAKVIEW RD,Sign on Post,33.76256,-84.296511,,1,,1,2,2024,Captured by individual,
1854,904849,S COLUMBIA DR @ TALLEY ST,Sign on Post,33.769433,-84.28647,,1,,,2,2025,,
1856,904855,W HILL ST @ OAKVIEW RD,Sign on Post,33.759627,-84.302903,,1,,,2,2022,,
1859,904858,CHURCH ST @ GENEVA ST,Sign on Post,33.78345,-84.29458,,1,,,2,2024,Captured by individual,
1868,904884,8TH ST NE @ CHARLES ALLEN DR NE,Sign on Post,33.779545,-84.372307,,1,,,2,2025,,
1870,904901,MORELAND AVE NE@FAIRVIEW RD NE,Sign on Post,33.7721,-84.34885,,1,,,2,2016,,
1873,904917,NORTH AVE @ PIEDMONT AVE,Sign Strapped to Pole,33.771266,-84.381521,,1,,,2,2025,Perpendicular,
1877,904929,PEACHTREE ST @ 10TH ST,Sign Strapped to Pole,33.781452,-84.383912,,1,,1,2,2025,,
1882,904939,S CANDLER ST @ BUCHANAN TER,Sign on Post,33.759123,-84.291488,,1,,,2,2022,,
1883,904940,N ARCADIA AVE @ E PONCE DE LEON AVE,Sign on Post,33.776657,-84.280273,,1,,,2,2024,,
1884,904941,E PONCE DE LEON AVE @ N ARCADIA AVE,Sign Strapped to Pole,33.777124,-84.278534,,1,,,2,2024,,
1889,904951,BRIARCLIFF RD NE@869,Sign on Post,33.778156,-84.346331,,1,,,2,2025,,
1893,904955,W HILL ST @ MCKOY ST,Sign on Post,33.759716,-84.300185,,1,,1,2,2022,,
1894,904956,W HILL ST @ 317,Sign on Post,33.759682,-84.301064,,1,,,2,2024,,
1206,900653,PEACHTREE RD NW @ DELMONT DR,Sign on Movable Pedestal,33.833716,-84.383064,0,1,0,0,2,2024,,
1207,900654,PEACHTREE RD NW@PEACHTREE AVE NE,Sign on Post,33.83479,-84.382422,0,1,0,0,2,2024,,
1210,900678,N HIGHLAND AVE NE @ JOHN LEWIS FREEDOM PKWY NE,Sign on Post,33.769516,-84.352371,0,1,0,0,2,2025,,
1217,900723,PEACHTREE ST NE @ IVAN ALLEN JR BLVD,Sign Strapped to Pole,33.76478,-84.385803,0,1,0,1,2,2025,,
1227,900809,CAMERON M ALEXANDER BLVD @ NORTHSIDE DR,Sign on Post,33.768239,-84.405001,0,1,0,0,2,2025,,
1243,900928,CENTENNIAL OLYMPIC PARK DR @ HUNNICUTT ST,Sign on Post,33.766487,-84.391669,0,1,0,0,2,2024,,
1249,900950,BOULEVARD NE @ FREEDOM PKWY NE,Sign on Post,33.759951,-84.371762,0,1,0,0,2,2023,,
1252,900969,DEKALB AVE NE @ DEGRESS AVE NE,Sign on Post,33.758713,-84.351392,0,1,0,0,2,2024,,
1256,901003,MIMS ST SW @ MATHEWSON PL SW,Sign on Post,33.749551,-84.436544,0,1,0,0,2,2025,,
1259,901008,CAMERON M ALEXANDER BLVD @ GRIFFIN ST NW,Sign on Post,33.768163,-84.411242,0,1,0,1,2,2023,,
1264,901024,NORTHERN AVE @ ROCKBRIDGE RD,Sign on Post,33.782864,-84.248428,0,1,0,0,2,2024,,
1269,901038,RALPH MCGILL BLVD NE @ 530,Sign on Post,33.763989,-84.369486,0,1,0,0,2,2016,,
1270,901039,RALPH MCGILL BLVD NE @ GLEN IRIS DR NE,Sign on Post,33.763918,-84.367834,0,1,0,1,2,2016,,
1285,901097,NORTHSIDE DR NW @ THURMOND ST NW,Sign on Post,33.761277,-84.402656,0,1,0,0,2,2025,,
1293,901165,10TH ST NE @ JUNIPER ST NE,Sign on Post,33.781777,-84.382427,0,1,0,1,2,2025,,
1296,901227,JOHN WESLEY DOBBS AVE @ HOWELL ST,Shelter,33.759379,-84.370245,1,1,1,1,2,2025,,
1300,901231,10TH ST NE @ JUNIPER ST NE,Sign Strapped to Pole,33.781706,-84.382373,0,1,0,1,2,2025,,
1302,901241,17TH ST NW @ SPRING ST NW,Shelter,33.791963,-84.389041,1,1,1,1,2,2025,,
1309,901271,JOHN LEWIS FREEDOM PKWY NE @ 441,Sign on Post,33.766485,-84.35493,0,1,0,0,2,2025,,
1311,901277,N ARCADIA AVE @ GRAYSON PL,Sign on Post,33.780207,-84.278276,0,1,0,0,2,2024,,
1312,901284,MARIETTA ST NW@PARKER ST NW,Sign on Post,33.766279,-84.397413,0,1,0,0,2,2025,,
1316,901308,DEKALB INDUSTRIAL WAY @ N ARCADIA AVE,Sign on Post,33.783643,-84.276436,0,1,0,0,2,2023,,
1325,901372,MARIETTA ST @ LATIMER ST,Sign on Post,33.762042,-84.396481,0,1,0,0,2,2024,,
1329,901415,PEACHTREE ST NE @ RENAISSANCE PKY NE,Shelter,33.768448,-84.385342,1,1,1,1,2,2025,,
1330,901416,PEACHTREE ST NE @ JOHN W DOBBS AVE NE,Sign Strapped to Pole,33.757373,-84.387843,0,1,0,0,2,2025,,
1333,901461,HUFF RD@FOSTER ST,Sign on Post,33.78761,-84.413418,0,1,0,0,2,2025,,
1335,901585,PEACHTREE ST NE @ 25TH ST NW,Shelter,33.801495,-84.39299,1,1,1,1,2,2025,,
1338,901703,PIEDMONT RD NE @ E PACES FERRY RD NE,Shelter,33.838752,-84.368854,1,1,1,1,2,2024,,
1340,901705,PIEDMONT RD NE @ MARTINA DR NE,Sign on Post,33.84171,-84.37053,0,1,1,1,2,2024,,
1349,901734,JULIETTE RD @ STONE MILL WAY,Sign on Post,33.818004,-84.180571,0,1,0,1,2,2023,,
1352,901746,CHURCH ST @ SYCAMORE DR,Sign on Post,33.791019,-84.285912,0,1,0,0,2,2024,,
1353,901747,N DECATUR RD @ WINN WAY,Sign on Post,33.79247,-84.28145,0,1,0,0,2,2024,,
1366,901856,CHURCH ST @ 1429,Sign on Post,33.789127,-84.287773,0,1,0,0,2,2024,,
1367,901858,DEKALB INDUSTRIAL WAY @ 685,Sign on Post,33.797115,-84.279093,0,1,0,0,2,2024,,
1381,902332,E PONCE DE LEON AVE @ JULIETTE RD,Sign on Post,33.816001,-84.181837,0,1,0,0,2,2023,,
1397,902487,15TH ST NE @ PEACHTREE ST NE,Sign Strapped to Pole,33.788435,-84.384803,0,1,0,0,2,2025,,
1404,902514,15TH ST NE @ ARTS CENTER WAY NE,Shelter,33.788298,-84.38568,1,1,1,1,2,2024,,
1405,902515,15TH ST NE @ PEACHTREE ST NE,Sign on Post,33.78831,-84.383976,0,1,0,0,2,2022,,
1411,902548,PEACHTREE ST NE @ HUNTINGTON RD NE,Sign on Post,33.802181,-84.392693,0,1,0,0,2,2025,,
1413,902574,PEACHTREE ST NE @ 25TH ST NW,Sign Strapped to Pole,33.801308,-84.392715,0,1,0,0,2,2025,,
1416,902610,NORTHSIDE DR NW @ 17TH ST NW,Bench,33.790614,-84.407928,0,1,1,1,2,2025,,
1422,902664,HAMMOND DR@BOYLSTON DR,Sign on Post,33.919219,-84.376439,0,1,0,1,2,2024,,
1423,902665,HAMMOND DR NE @ GLENRIDGE DR NE,Bench,33.919219,-84.376439,0,1,0,1,2,2024,,
1430,902704,HAMMOND DR @ CONCOURSE PKWY,Shelter,33.918972,-84.352732,1,1,1,1,2,2024,,
1431,902705,S MAIN ST @ MAXWELL RD,Sign on Post,34.0678,-84.301615,0,1,0,0,2,2024,,
1435,902709,HAYNES BRIDGE RD @ WOODHAVEN WAY,Sign on Post,34.063449,-84.291782,0,1,0,0,2,2024,,
1904,904980,2ND AVE @ 342,Sign on Post,33.755035,-84.310234,0,1,0,0,2,2016,,
1905,904988,E TRINITY PL @ CHURCH ST,Sign on Post,33.772738,-84.294798,0,1,0,1,2,2025,,
1906,904989,S CANDLER ST @ COLLEGE AVE,Sign on Post,33.770584,-84.292389,0,1,0,0,2,2025,,
1909,904992,S CANDLER ST @ E DAVIS ST,Sign on Post,33.763348,-84.292562,0,1,0,0,2,2023,,
1910,904993,S CANDLER ST @ DAVIS ST,Sign on Post,33.763027,-84.292313,0,1,0,0,2,2025,,
1916,905012,10TH ST NW @ HIRSCH ST NW,Sign on Post,33.781538,-84.401956,0,1,0,0,2,2025,,
1917,905017,10TH ST NW @ STATE ST NW,Sign on Post,33.78146,-84.39863,0,1,0,0,2,2025,,
1918,905018,10TH ST NW @ STATE ST NW,Sign on Post,33.781554,-84.39975,0,1,0,0,2,2025,,
1923,905023,BRIARCLIFF RD NE@BRIARCLIFF PL NE,Sign on Post,33.77709,-84.347386,0,1,0,0,2,2021,,
1930,905055,CAROLINE ST @ MARION PL,Shelter,33.758235,-84.345365,1,1,1,1,2,2025,,
1941,905093,COLUMBIA DR@DERRYDOWN WAY,Sign on Post,33.768123,-84.284122,0,2,0,0,2,2025,,
1942,905094,2ND AVE @ BEATY PL,Sign on Post,33.756519,-84.310448,0,1,0,0,2,2016,,
1943,905095,2ND AVE @ BRYAN PL,Sign on Post,33.758282,-84.310463,0,1,0,0,2,2014,,
1944,905096,2ND AVE @ E LAKE DR,Sign on Post,33.759621,-84.310471,0,1,0,0,2,2025,,
1945,905097,E LAKE DR @ JOHNSTON PL,Sign on Post,33.761114,-84.311122,0,1,0,0,2,2024,,
1950,905105,S CANDLER ST @ E DOUGHERTY ST,Sign on Post,33.766884,-84.292713,0,1,0,0,2,2025,,
1954,905117,E PONCE DE LEON AVE @ 2775,Sign on Post,33.778713,-84.276131,0,1,0,0,2,2024,,
1956,905119,E PONCE DE LEON AVE @ 2947,Sign on Post,33.782887,-84.27285,0,1,0,0,2,2024,,
1957,905128,NORTH AVE NE @ PARKWAY DR NE,Sign on Post,33.771041,-84.373315,0,1,0,0,2,2025,,
1966,905158,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD,Shelter,33.763426,-84.417669,1,1,1,1,2,2025,,
1968,905162,CENTENNIAL OLYMPIC PARK DR@NORTH AVE,Sign on Post,33.7707,-84.39214,0,1,0,0,2,2025,,
1974,905422,PEACHTREE RD NE @ MAPLE DR NE,Shelter,33.843217,-84.372473,1,1,1,1,2,2024,,
1975,905429,PIEDMONT RD NE @ PEACHTREE RD NE,Shelter,33.844667,-84.371829,1,1,1,1,2,2024,,
1981,905437,N DECATUR RD @ PRINCETON WAY,Sign on Post,33.791377,-84.310192,0,1,0,0,2,2024,,
1985,905553,N DECATUR RD @ PRINCETON WAY,Sign on Post,33.79206,-84.31178,0,1,0,0,2,2024,,
1987,905555,WINN WAY @ IRVIN WAY,Sign on Post,33.788791,-84.279446,0,1,0,0,2,2024,,
1988,905556,WINN WAY @ IRVIN WAY,Sign on Post,33.788934,-84.27937,0,1,0,0,2,2024,,
1990,905562,N DECATUR RD @ SUZANNE DR,Sign on Post,33.793513,-84.293996,0,1,0,0,2,2021,,
1997,905741,RUFUS EVANS DR @ SYCAMORE DR,Sign on Post,33.790521,-84.285329,0,1,0,0,2,2020,,
2008,905797,N INDIAN CREEK DR @ 819,Sign on Post,33.799731,-84.237571,0,1,0,0,2,2024,,
2009,905799,N INDIAN CREEK DR @ 450,Sign on Post,33.788094,-84.235463,0,1,1,1,2,2024,,
2020,905985,CHURCH ST @ GLENLAKE COMMONS DR,Sign on Post,33.785806,-84.29165,0,1,0,0,2,2024,,
2028,906292,ROSWELL RD NE @ ALLEN RD NE,Shelter,33.914017,-84.379242,1,1,1,1,2,2025,,
